Area Name ,Year ,Month,Date,Labor Force,Employment ,Unemployment 
Plumas,1997,January,Jan-97,9400,7770,1630
Riverside,1997,January,Jan-97,632400,581500,50900
Sacramento,1997,January,Jan-97,544400,510000,34400
San Benito,1997,January,Jan-97,25400,21700,3700
San Bernardino,1997,January,Jan-97,699100,649500,49600
San Diego,1997,January,Jan-97,1255400,1193400,62000
San Francisco,1997,January,Jan-97,403800,386500,17300
San Joaquin,1997,January,Jan-97,238900,207000,31800
San Luis Obispo,1997,January,Jan-97,101500,95200,6300
San Mateo,1997,January,Jan-97,380600,368900,11700
Santa Barbara,1997,January,Jan-97,192100,178800,13300
Santa Clara,1997,January,Jan-97,907000,874600,32400
Santa Cruz,1997,January,Jan-97,138400,121800,16600
Shasta,1997,January,Jan-97,72800,64500,8300
Sierra,1997,January,Jan-97,1600,1340,270
Siskiyou,1997,January,Jan-97,18370,15230,3140
Solano,1997,January,Jan-97,173000,159400,13700
Sonoma,1997,January,Jan-97,232700,221900,10800
Stanislaus,1997,January,Jan-97,191800,161400,30400
Sutter,1997,January,Jan-97,33900,27600,6400
Tehama,1997,January,Jan-97,23860,21320,2540
Trinity,1997,January,Jan-97,4950,4010,940
Tulare,1997,January,Jan-97,159800,130500,29300
Tuolumne,1997,January,Jan-97,19640,17410,2230
Ventura,1997,January,Jan-97,375800,348600,27200
Yolo,1997,January,Jan-97,85000,77700,7400
Yuba,1997,January,Jan-97,20100,16700,3400
Alameda,1996,December,Dec-96,688900,660700,28200
Alpine,1996,December,Dec-96,620,580,40
Amador,1996,December,Dec-96,13060,12240,820
Butte,1996,December,Dec-96,83500,76400,7000
Calaveras,1996,December,Dec-96,13910,12600,1310
Colusa,1996,December,Dec-96,8350,6030,2320
Contra Costa,1996,December,Dec-96,465500,446300,19200
Del Norte,1996,December,Dec-96,10210,9180,1030
El Dorado,1996,December,Dec-96,74800,70500,4400
Fresno,1996,December,Dec-96,359700,309600,50100
Glenn,1996,December,Dec-96,11200,9630,1560
Humboldt,1996,December,Dec-96,61000,56500,4500
Imperial,1996,December,Dec-96,54700,40800,13900
Inyo,1996,December,Dec-96,7200,6570,630
Kern,1996,December,Dec-96,280300,244100,36200
Kings,1996,December,Dec-96,41600,36400,5100
Lake,1996,December,Dec-96,22960,20340,2630
Lassen,1996,December,Dec-96,11490,10280,1210
Los Angeles,1996,December,Dec-96,4361800,4049300,312500
Madera,1996,December,Dec-96,50800,43100,7700
Marin,1996,December,Dec-96,131200,127600,3600
Mariposa,1996,December,Dec-96,6790,6050,740
Mendocino,1996,December,Dec-96,41350,37440,3910
Merced,1996,December,Dec-96,80900,67100,13800
Modoc,1996,December,Dec-96,4040,3550,490
Mono,1996,December,Dec-96,6370,5810,570
Monterey,1996,December,Dec-96,177900,152100,25800
Napa,1996,December,Dec-96,59000,55000,4100
Nevada,1996,December,Dec-96,40890,38350,2540
Orange,1996,December,Dec-96,1352100,1307500,44600
Placer,1996,December,Dec-96,107100,101900,5200
Plumas,1996,December,Dec-96,9550,8340,1210
Riverside,1996,December,Dec-96,625300,579200,46100
Sacramento,1996,December,Dec-96,543900,515200,28700
San Benito,1996,December,Dec-96,24700,21700,3000
San Bernardino,1996,December,Dec-96,693700,652400,41200
San Diego,1996,December,Dec-96,1250400,1197900,52500
San Francisco,1996,December,Dec-96,403700,389100,14700
San Joaquin,1996,December,Dec-96,237600,210300,27300
San Luis Obispo,1996,December,Dec-96,101700,96400,5400
San Mateo,1996,December,Dec-96,381500,371500,9900
Santa Barbara,1996,December,Dec-96,193400,182400,11000
Santa Clara,1996,December,Dec-96,909300,881100,28200
Santa Cruz,1996,December,Dec-96,138600,125100,13500
Shasta,1996,December,Dec-96,72000,65200,6900
Sierra,1996,December,Dec-96,1700,1470,230
Siskiyou,1996,December,Dec-96,18350,15730,2610
Solano,1996,December,Dec-96,172900,161300,11600
Sonoma,1996,December,Dec-96,234200,225500,8700
Stanislaus,1996,December,Dec-96,192300,165700,26500
Sutter,1996,December,Dec-96,33900,28000,6000
Tehama,1996,December,Dec-96,22460,20310,2150
Trinity,1996,December,Dec-96,5020,4190,830
Tulare,1996,December,Dec-96,160300,133500,26900
Tuolumne,1996,December,Dec-96,19280,17430,1840
Ventura,1996,December,Dec-96,377600,351800,25800
Yolo,1996,December,Dec-96,83200,77100,6100
Yuba,1996,December,Dec-96,20200,17400,2700
Alameda,1996,November,Nov-96,689800,658400,31400
Alpine,1996,November,Nov-96,420,370,50
Amador,1996,November,Nov-96,13280,12480,810
Butte,1996,November,Nov-96,84800,77900,6800
Calaveras,1996,November,Nov-96,14170,12910,1270
Colusa,1996,November,Nov-96,8570,6540,2030
Contra Costa,1996,November,Nov-96,465300,444800,20600
Del Norte,1996,November,Nov-96,10220,9000,1220
El Dorado,1996,November,Nov-96,75000,70500,4500
Fresno,1996,November,Nov-96,358800,306800,52000
Glenn,1996,November,Nov-96,11460,10000,1470
Humboldt,1996,November,Nov-96,61100,56700,4400
Imperial,1996,November,Nov-96,56800,39800,16900
Inyo,1996,November,Nov-96,7370,6710,660
Kern,1996,November,Nov-96,280500,242000,38500
Kings,1996,November,Nov-96,42100,36900,5100
Lake,1996,November,Nov-96,23380,20670,2720
Lassen,1996,November,Nov-96,11680,10600,1080
Los Angeles,1996,November,Nov-96,4377700,4046300,331400
Madera,1996,November,Nov-96,50500,42700,7800
Marin,1996,November,Nov-96,130700,126600,4100
Mariposa,1996,November,Nov-96,6980,6340,640
Mendocino,1996,November,Nov-96,41760,38260,3510
Merced,1996,November,Nov-96,82100,68200,13900
Modoc,1996,November,Nov-96,4070,3620,450
Mono,1996,November,Nov-96,5650,4830,820
Monterey,1996,November,Nov-96,180400,160500,19900
Napa,1996,November,Nov-96,59600,55200,4400
Nevada,1996,November,Nov-96,40830,38300,2530
Orange,1996,November,Nov-96,1347700,1298200,49500
Placer,1996,November,Nov-96,107400,102000,5400
Plumas,1996,November,Nov-96,9750,8670,1070
Riverside,1996,November,Nov-96,627200,575100,52100
Sacramento,1996,November,Nov-96,546200,515600,30600
San Benito,1996,November,Nov-96,25800,22800,3000
San Bernardino,1996,November,Nov-96,693100,647900,45200
San Diego,1996,November,Nov-96,1252700,1193100,59600
San Francisco,1996,November,Nov-96,402400,386300,16200
San Joaquin,1996,November,Nov-96,241700,214300,27400
San Luis Obispo,1996,November,Nov-96,102600,96900,5700
San Mateo,1996,November,Nov-96,379900,368800,11000
Santa Barbara,1996,November,Nov-96,194700,183000,11700
Santa Clara,1996,November,Nov-96,907000,875900,31000
Santa Cruz,1996,November,Nov-96,140500,128100,12400
Shasta,1996,November,Nov-96,71900,65400,6500
Sierra,1996,November,Nov-96,1750,1560,190
Siskiyou,1996,November,Nov-96,18850,16320,2520
Solano,1996,November,Nov-96,174000,161900,12100
Sonoma,1996,November,Nov-96,234000,225100,8900
Stanislaus,1996,November,Nov-96,195000,167600,27500
Sutter,1996,November,Nov-96,34600,28600,5900
Tehama,1996,November,Nov-96,23260,21190,2070
Trinity,1996,November,Nov-96,5210,4450,760
Tulare,1996,November,Nov-96,160300,133500,26900
Tuolumne,1996,November,Nov-96,19500,17820,1680
Ventura,1996,November,Nov-96,380700,351200,29500
Yolo,1996,November,Nov-96,86300,80600,5700
Yuba,1996,November,Nov-96,20400,17900,2600
Alameda,1996,October,Oct-96,689800,656800,33000
Alpine,1996,October,Oct-96,310,260,50
Amador,1996,October,Oct-96,13490,12800,690
Butte,1996,October,Oct-96,84400,78600,5800
Calaveras,1996,October,Oct-96,14260,13190,1070
Colusa,1996,October,Oct-96,8560,7240,1320
Contra Costa,1996,October,Oct-96,464400,443700,20800
Del Norte,1996,October,Oct-96,10300,9390,910
El Dorado,1996,October,Oct-96,74500,70400,4100
Fresno,1996,October,Oct-96,360800,314700,46200
Glenn,1996,October,Oct-96,11910,10640,1260
Humboldt,1996,October,Oct-96,60600,56800,3800
Imperial,1996,October,Oct-96,59500,40800,18700
Inyo,1996,October,Oct-96,7440,6890,540
Kern,1996,October,Oct-96,278100,242100,36000
Kings,1996,October,Oct-96,41800,37500,4400
Lake,1996,October,Oct-96,23890,21400,2490
Lassen,1996,October,Oct-96,11820,11030,790
Los Angeles,1996,October,Oct-96,4368400,4040000,328400
Madera,1996,October,Oct-96,51000,43800,7200
Marin,1996,October,Oct-96,129900,125800,4000
Mariposa,1996,October,Oct-96,7530,7010,520
Mendocino,1996,October,Oct-96,42890,40000,2890
Merced,1996,October,Oct-96,82300,71100,11100
Modoc,1996,October,Oct-96,4090,3780,320
Mono,1996,October,Oct-96,5670,4980,680
Monterey,1996,October,Oct-96,178400,166100,12300
Napa,1996,October,Oct-96,59000,55700,3300
Nevada,1996,October,Oct-96,40530,38180,2360
Orange,1996,October,Oct-96,1350600,1298900,51700
Placer,1996,October,Oct-96,106900,101800,5000
Plumas,1996,October,Oct-96,9990,9300,690
Riverside,1996,October,Oct-96,624900,573400,51500
Sacramento,1996,October,Oct-96,545300,514700,30600
San Benito,1996,October,Oct-96,25100,23000,2200
San Bernardino,1996,October,Oct-96,692700,645900,46700
San Diego,1996,October,Oct-96,1252400,1190800,61600
San Francisco,1996,October,Oct-96,400800,383800,17000
San Joaquin,1996,October,Oct-96,243000,219500,23500
San Luis Obispo,1996,October,Oct-96,103900,98700,5200
San Mateo,1996,October,Oct-96,378100,366500,11600
Santa Barbara,1996,October,Oct-96,193100,182900,10200
Santa Clara,1996,October,Oct-96,908100,876200,31900
Santa Cruz,1996,October,Oct-96,140500,131900,8600
Shasta,1996,October,Oct-96,72800,66900,5900
Sierra,1996,October,Oct-96,1700,1610,90
Siskiyou,1996,October,Oct-96,18820,17030,1790
Solano,1996,October,Oct-96,175700,163300,12400
Sonoma,1996,October,Oct-96,235200,226600,8600
Stanislaus,1996,October,Oct-96,195100,170300,24700
Sutter,1996,October,Oct-96,33300,29200,4000
Tehama,1996,October,Oct-96,23310,21490,1820
Trinity,1996,October,Oct-96,5130,4570,560
Tulare,1996,October,Oct-96,160800,134900,25900
Tuolumne,1996,October,Oct-96,19390,17840,1550
Ventura,1996,October,Oct-96,378200,351000,27200
Yolo,1996,October,Oct-96,86700,82200,4600
Yuba,1996,October,Oct-96,20700,18200,2400
Alameda,1996,September,Sep-96,681200,646600,34500
Alpine,1996,September,Sep-96,280,230,50
Amador,1996,September,Sep-96,13460,12750,710
Butte,1996,September,Sep-96,84300,78300,6000
Calaveras,1996,September,Sep-96,14090,12990,1100
Colusa,1996,September,Sep-96,8520,7500,1020
Contra Costa,1996,September,Sep-96,458700,436800,21900
Del Norte,1996,September,Sep-96,10380,9550,840
El Dorado,1996,September,Sep-96,73800,69800,4000
Fresno,1996,September,Sep-96,388600,349000,39600
Glenn,1996,September,Sep-96,11600,10290,1310
Humboldt,1996,September,Sep-96,59800,56100,3700
Imperial,1996,September,Sep-96,58400,38100,20300
Inyo,1996,September,Sep-96,7400,6860,540
Kern,1996,September,Sep-96,283700,252300,31400
Kings,1996,September,Sep-96,43400,39200,4100
Lake,1996,September,Sep-96,23450,21120,2330
Lassen,1996,September,Sep-96,11840,10990,850
Los Angeles,1996,September,Sep-96,4349400,4013500,335900
Madera,1996,September,Sep-96,54100,48600,5500
Marin,1996,September,Sep-96,128400,124200,4200
Mariposa,1996,September,Sep-96,7970,7510,460
Mendocino,1996,September,Sep-96,43300,40400,2910
Merced,1996,September,Sep-96,81600,72200,9400
Modoc,1996,September,Sep-96,4130,3810,320
Mono,1996,September,Sep-96,5690,5100,590
Monterey,1996,September,Sep-96,176400,164400,12000
Napa,1996,September,Sep-96,58900,56100,2900
Nevada,1996,September,Sep-96,40360,37950,2400
Orange,1996,September,Sep-96,1334700,1280500,54200
Placer,1996,September,Sep-96,105900,100900,5000
Plumas,1996,September,Sep-96,10170,9480,690
Riverside,1996,September,Sep-96,613000,559000,54000
Sacramento,1996,September,Sep-96,541000,509900,31000
San Benito,1996,September,Sep-96,26200,24100,2100
San Bernardino,1996,September,Sep-96,677600,629700,47900
San Diego,1996,September,Sep-96,1237700,1173100,64700
San Francisco,1996,September,Sep-96,397200,379000,18300
San Joaquin,1996,September,Sep-96,243700,222800,20900
San Luis Obispo,1996,September,Sep-96,101400,95900,5500
San Mateo,1996,September,Sep-96,374100,361900,12300
Santa Barbara,1996,September,Sep-96,188600,178300,10300
Santa Clara,1996,September,Sep-96,894100,861500,32600
Santa Cruz,1996,September,Sep-96,136900,128500,8300
Shasta,1996,September,Sep-96,73200,67400,5800
Sierra,1996,September,Sep-96,1820,1720,100
Siskiyou,1996,September,Sep-96,18420,16560,1870
Solano,1996,September,Sep-96,177200,164500,12700
Sonoma,1996,September,Sep-96,233500,224700,8900
Stanislaus,1996,September,Sep-96,198800,177400,21400
Sutter,1996,September,Sep-96,34400,30800,3600
Tehama,1996,September,Sep-96,22730,20820,1910
Trinity,1996,September,Sep-96,5220,4680,530
Tulare,1996,September,Sep-96,157800,134900,22900
Tuolumne,1996,September,Sep-96,19540,17960,1580
Ventura,1996,September,Sep-96,375100,344400,30700
Yolo,1996,September,Sep-96,86100,82200,3900
Yuba,1996,September,Sep-96,21800,19200,2500
Alameda,1996,August,Aug-96,681300,646200,35100
Alpine,1996,August,Aug-96,350,300,50
Amador,1996,August,Aug-96,13610,12890,720
Butte,1996,August,Aug-96,83600,76900,6700
Calaveras,1996,August,Aug-96,14050,13010,1050
Colusa,1996,August,Aug-96,8390,7430,960
Contra Costa,1996,August,Aug-96,458400,436500,21900
Del Norte,1996,August,Aug-96,10060,9220,840
El Dorado,1996,August,Aug-96,74100,70200,3900
Fresno,1996,August,Aug-96,388700,350700,38000
Glenn,1996,August,Aug-96,11730,10090,1630
Humboldt,1996,August,Aug-96,58500,54600,3900
Imperial,1996,August,Aug-96,59100,38000,21200
Inyo,1996,August,Aug-96,7670,7110,570
Kern,1996,August,Aug-96,284100,254200,29900
Kings,1996,August,Aug-96,44300,40200,4200
Lake,1996,August,Aug-96,25420,23140,2280
Lassen,1996,August,Aug-96,11710,10800,910
Los Angeles,1996,August,Aug-96,4342300,3997800,344500
Madera,1996,August,Aug-96,54500,48800,5700
Marin,1996,August,Aug-96,128800,124500,4200
Mariposa,1996,August,Aug-96,8280,7800,470
Mendocino,1996,August,Aug-96,43830,40880,2950
Merced,1996,August,Aug-96,81700,72100,9500
Modoc,1996,August,Aug-96,4170,3810,360
Mono,1996,August,Aug-96,5880,5330,560
Monterey,1996,August,Aug-96,179100,166400,12700
Napa,1996,August,Aug-96,59100,55700,3400
Nevada,1996,August,Aug-96,39990,37610,2380
Orange,1996,August,Aug-96,1335900,1279600,56300
Placer,1996,August,Aug-96,106500,101500,5000
Plumas,1996,August,Aug-96,10250,9570,680
Riverside,1996,August,Aug-96,610400,554900,55400
Sacramento,1996,August,Aug-96,544400,513000,31300
San Benito,1996,August,Aug-96,26100,24000,2100
San Bernardino,1996,August,Aug-96,675100,625200,49900
San Diego,1996,August,Aug-96,1247200,1181200,66000
San Francisco,1996,August,Aug-96,399500,379800,19700
San Joaquin,1996,August,Aug-96,243100,222000,21100
San Luis Obispo,1996,August,Aug-96,101500,96000,5500
San Mateo,1996,August,Aug-96,375600,362700,12900
Santa Barbara,1996,August,Aug-96,189200,179400,9900
Santa Clara,1996,August,Aug-96,902700,870700,32100
Santa Cruz,1996,August,Aug-96,138100,129900,8200
Shasta,1996,August,Aug-96,70900,64900,6000
Sierra,1996,August,Aug-96,1780,1680,100
Siskiyou,1996,August,Aug-96,18360,16390,1970
Solano,1996,August,Aug-96,175900,163400,12500
Sonoma,1996,August,Aug-96,227700,218100,9600
Stanislaus,1996,August,Aug-96,202700,181700,21000
Sutter,1996,August,Aug-96,34900,31700,3200
Tehama,1996,August,Aug-96,22940,20660,2290
Trinity,1996,August,Aug-96,5150,4590,560
Tulare,1996,August,Aug-96,160100,137900,22100
Tuolumne,1996,August,Aug-96,20000,18380,1610
Ventura,1996,August,Aug-96,376300,345400,30900
Yolo,1996,August,Aug-96,87200,83300,3900
Yuba,1996,August,Aug-96,22400,19800,2600
Alameda,1996,July,Jul-96,684900,646300,38700
Alpine,1996,July,Jul-96,340,290,50
Amador,1996,July,Jul-96,13540,12610,930
Butte,1996,July,Jul-96,82000,74000,8000
Calaveras,1996,July,Jul-96,14090,12830,1260
Colusa,1996,July,Jul-96,8810,7650,1160
Contra Costa,1996,July,Jul-96,460700,436500,24200
Del Norte,1996,July,Jul-96,10240,9260,980
El Dorado,1996,July,Jul-96,74200,69600,4500
Fresno,1996,July,Jul-96,385500,340300,45200
Glenn,1996,July,Jul-96,12050,10000,2050
Humboldt,1996,July,Jul-96,58700,54100,4500
Imperial,1996,July,Jul-96,58900,37700,21200
Inyo,1996,July,Jul-96,7660,7030,640
Kern,1996,July,Jul-96,289800,256500,33300
Kings,1996,July,Jul-96,44900,39400,5500
Lake,1996,July,Jul-96,24040,21260,2780
Lassen,1996,July,Jul-96,11880,10780,1100
Los Angeles,1996,July,Jul-96,4367600,3981600,386000
Madera,1996,July,Jul-96,54500,47400,7100
Marin,1996,July,Jul-96,129300,124400,4900
Mariposa,1996,July,Jul-96,8310,7800,520
Mendocino,1996,July,Jul-96,43000,39460,3540
Merced,1996,July,Jul-96,83200,71100,12100
Modoc,1996,July,Jul-96,4190,3750,440
Mono,1996,July,Jul-96,5940,5280,660
Monterey,1996,July,Jul-96,181600,167200,14400
Napa,1996,July,Jul-96,59200,55800,3400
Nevada,1996,July,Jul-96,40030,37290,2740
Orange,1996,July,Jul-96,1340500,1278800,61800
Placer,1996,July,Jul-96,106600,100700,5900
Plumas,1996,July,Jul-96,10570,9710,860
Riverside,1996,July,Jul-96,614900,554200,60600
Sacramento,1996,July,Jul-96,545100,508900,36100
San Benito,1996,July,Jul-96,27000,24500,2500
San Bernardino,1996,July,Jul-96,680900,624400,56500
San Diego,1996,July,Jul-96,1250200,1177300,72800
San Francisco,1996,July,Jul-96,402000,379600,22400
San Joaquin,1996,July,Jul-96,242500,216400,26200
San Luis Obispo,1996,July,Jul-96,102000,96000,6000
San Mateo,1996,July,Jul-96,376800,362500,14300
Santa Barbara,1996,July,Jul-96,190400,180300,10100
Santa Clara,1996,July,Jul-96,905000,870300,34700
Santa Cruz,1996,July,Jul-96,138500,129000,9500
Shasta,1996,July,Jul-96,71800,64900,6900
Sierra,1996,July,Jul-96,1800,1690,110
Siskiyou,1996,July,Jul-96,18760,16500,2250
Solano,1996,July,Jul-96,177700,163800,14000
Sonoma,1996,July,Jul-96,226900,216100,10800
Stanislaus,1996,July,Jul-96,201900,175300,26700
Sutter,1996,July,Jul-96,35000,30700,4300
Tehama,1996,July,Jul-96,22390,19790,2590
Trinity,1996,July,Jul-96,5240,4600,640
Tulare,1996,July,Jul-96,163100,137500,25600
Tuolumne,1996,July,Jul-96,20230,18320,1910
Ventura,1996,July,Jul-96,379300,347900,31400
Yolo,1996,July,Jul-96,86800,82100,4700
Yuba,1996,July,Jul-96,22300,19200,3100
Alameda,1996,June,Jun-96,676600,642000,34600
Alpine,1996,June,Jun-96,340,270,70
Amador,1996,June,Jun-96,13450,12650,800
Butte,1996,June,Jun-96,82100,74300,7800
Calaveras,1996,June,Jun-96,14650,13430,1220
Colusa,1996,June,Jun-96,8750,7560,1190
Contra Costa,1996,June,Jun-96,455900,433600,22200
Del Norte,1996,June,Jun-96,10310,9360,950
El Dorado,1996,June,Jun-96,73600,69100,4500
Fresno,1996,June,Jun-96,375100,330600,44500
Glenn,1996,June,Jun-96,11270,9480,1790
Humboldt,1996,June,Jun-96,59700,55500,4200
Imperial,1996,June,Jun-96,57200,41800,15400
Inyo,1996,June,Jun-96,7340,6780,560
Kern,1996,June,Jun-96,279800,245700,34100
Kings,1996,June,Jun-96,43800,38400,5400
Lake,1996,June,Jun-96,23780,21170,2610
Lassen,1996,June,Jun-96,11890,10850,1040
Los Angeles,1996,June,Jun-96,4284600,3941700,342900
Madera,1996,June,Jun-96,53000,46000,7000
Marin,1996,June,Jun-96,127800,123300,4600
Mariposa,1996,June,Jun-96,8070,7540,530
Mendocino,1996,June,Jun-96,42490,39260,3230
Merced,1996,June,Jun-96,84500,71700,12900
Modoc,1996,June,Jun-96,4270,3830,440
Mono,1996,June,Jun-96,5740,4910,840
Monterey,1996,June,Jun-96,178500,164300,14200
Napa,1996,June,Jun-96,58100,55300,2900
Nevada,1996,June,Jun-96,40750,37990,2750
Orange,1996,June,Jun-96,1335500,1279100,56400
Placer,1996,June,Jun-96,105600,99900,5700
Plumas,1996,June,Jun-96,10250,9390,860
Riverside,1996,June,Jun-96,608200,559800,48400
Sacramento,1996,June,Jun-96,538300,504900,33300
San Benito,1996,June,Jun-96,24500,21500,3000
San Bernardino,1996,June,Jun-96,683800,630600,53200
San Diego,1996,June,Jun-96,1235700,1169200,66500
San Francisco,1996,June,Jun-96,395900,376000,19800
San Joaquin,1996,June,Jun-96,242000,214800,27300
San Luis Obispo,1996,June,Jun-96,103800,98200,5600
San Mateo,1996,June,Jun-96,371900,359100,12900
Santa Barbara,1996,June,Jun-96,188900,179400,9500
Santa Clara,1996,June,Jun-96,888400,856400,32000
Santa Cruz,1996,June,Jun-96,141800,132800,9000
Shasta,1996,June,Jun-96,72200,65500,6700
Sierra,1996,June,Jun-96,1780,1660,130
Siskiyou,1996,June,Jun-96,19050,16910,2140
Solano,1996,June,Jun-96,175400,162100,13300
Sonoma,1996,June,Jun-96,228400,218300,10200
Stanislaus,1996,June,Jun-96,196400,167600,28800
Sutter,1996,June,Jun-96,34700,29600,5100
Tehama,1996,June,Jun-96,23560,21120,2440
Trinity,1996,June,Jun-96,5300,4710,590
Tulare,1996,June,Jun-96,161300,137500,23800
Tuolumne,1996,June,Jun-96,20080,18210,1880
Ventura,1996,June,Jun-96,373200,348700,24500
Yolo,1996,June,Jun-96,88400,83900,4500
Yuba,1996,June,Jun-96,21200,18400,2700
Alameda,1996,May,May-96,669400,635200,34200
Alpine,1996,May,May-96,320,270,50
Amador,1996,May,May-96,13220,12260,950
Butte,1996,May,May-96,82200,74800,7400
Calaveras,1996,May,May-96,14180,12830,1350
Colusa,1996,May,May-96,8730,7550,1180
Contra Costa,1996,May,May-96,452100,429000,23000
Del Norte,1996,May,May-96,10100,9070,1020
El Dorado,1996,May,May-96,73500,68400,5100
Fresno,1996,May,May-96,370500,325500,45000
Glenn,1996,May,May-96,11140,9480,1660
Humboldt,1996,May,May-96,60100,55700,4400
Imperial,1996,May,May-96,56700,42400,14200
Inyo,1996,May,May-96,7250,6660,590
Kern,1996,May,May-96,274600,243900,30700
Kings,1996,May,May-96,43800,37900,5800
Lake,1996,May,May-96,23490,20720,2780
Lassen,1996,May,May-96,11640,10400,1250
Los Angeles,1996,May,May-96,4293500,3937600,355800
Madera,1996,May,May-96,52300,45300,7000
Marin,1996,May,May-96,127100,122600,4500
Mariposa,1996,May,May-96,7410,6840,570
Mendocino,1996,May,May-96,41650,38130,3530
Merced,1996,May,May-96,82400,69200,13200
Modoc,1996,May,May-96,4200,3680,520
Mono,1996,May,May-96,5760,4820,940
Monterey,1996,May,May-96,177000,161700,15300
Napa,1996,May,May-96,57300,54300,3100
Nevada,1996,May,May-96,40210,37210,3000
Orange,1996,May,May-96,1329500,1273000,56500
Placer,1996,May,May-96,104800,98900,5900
Plumas,1996,May,May-96,9870,8720,1150
Riverside,1996,May,May-96,604400,559800,44600
Sacramento,1996,May,May-96,532400,499800,32600
San Benito,1996,May,May-96,24000,20800,3100
San Bernardino,1996,May,May-96,682600,630700,51900
San Diego,1996,May,May-96,1225700,1160000,65700
San Francisco,1996,May,May-96,393000,373900,19200
San Joaquin,1996,May,May-96,241300,215100,26200
San Luis Obispo,1996,May,May-96,103500,98300,5200
San Mateo,1996,May,May-96,370100,357000,13100
Santa Barbara,1996,May,May-96,190000,180700,9400
Santa Clara,1996,May,May-96,881600,849800,31900
Santa Cruz,1996,May,May-96,140300,131000,9300
Shasta,1996,May,May-96,70800,63900,6900
Sierra,1996,May,May-96,1750,1580,170
Siskiyou,1996,May,May-96,18540,16290,2240
Solano,1996,May,May-96,172800,159200,13600
Sonoma,1996,May,May-96,227300,217000,10300
Stanislaus,1996,May,May-96,195400,165500,30000
Sutter,1996,May,May-96,34500,28800,5700
Tehama,1996,May,May-96,22950,20430,2520
Trinity,1996,May,May-96,5260,4610,650
Tulare,1996,May,May-96,159900,138700,21200
Tuolumne,1996,May,May-96,19680,17700,1980
Ventura,1996,May,May-96,375700,352500,23200
Yolo,1996,May,May-96,87300,82500,4800
Yuba,1996,May,May-96,20700,18000,2800
Alameda,1996,April,Apr-96,666300,631900,34400
Alpine,1996,April,Apr-96,640,600,40
Amador,1996,April,Apr-96,12840,11870,980
Butte,1996,April,Apr-96,81600,73500,8100
Calaveras,1996,April,Apr-96,13860,12460,1400
Colusa,1996,April,Apr-96,8660,7200,1460
Contra Costa,1996,April,Apr-96,450500,426800,23600
Del Norte,1996,April,Apr-96,10060,8910,1150
El Dorado,1996,April,Apr-96,73100,68100,5000
Fresno,1996,April,Apr-96,367500,316100,51400
Glenn,1996,April,Apr-96,11030,9260,1770
Humboldt,1996,April,Apr-96,60100,55100,5100
Imperial,1996,April,Apr-96,56800,40100,16700
Inyo,1996,April,Apr-96,6940,6310,630
Kern,1996,April,Apr-96,273100,236800,36200
Kings,1996,April,Apr-96,42900,36900,6100
Lake,1996,April,Apr-96,23230,20240,2980
Lassen,1996,April,Apr-96,11890,10300,1590
Los Angeles,1996,April,Apr-96,4281600,3925700,355900
Madera,1996,April,Apr-96,52400,44000,8400
Marin,1996,April,Apr-96,127200,122800,4500
Mariposa,1996,April,Apr-96,7070,6410,660
Mendocino,1996,April,Apr-96,41260,37440,3820
Merced,1996,April,Apr-96,81600,66400,15200
Modoc,1996,April,Apr-96,4170,3560,610
Mono,1996,April,Apr-96,6450,5960,500
Monterey,1996,April,Apr-96,176000,155100,20900
Napa,1996,April,Apr-96,56400,52900,3500
Nevada,1996,April,Apr-96,39650,36690,2960
Orange,1996,April,Apr-96,1323000,1266800,56200
Placer,1996,April,Apr-96,104300,98600,5800
Plumas,1996,April,Apr-96,9820,8210,1600
Riverside,1996,April,Apr-96,605200,558200,47000
Sacramento,1996,April,Apr-96,531700,498100,33600
San Benito,1996,April,Apr-96,24000,20700,3300
San Bernardino,1996,April,Apr-96,680000,628900,51200
San Diego,1996,April,Apr-96,1219600,1152700,66900
San Francisco,1996,April,Apr-96,393800,374500,19200
San Joaquin,1996,April,Apr-96,239000,209800,29200
San Luis Obispo,1996,April,Apr-96,103000,97600,5400
San Mateo,1996,April,Apr-96,371100,357600,13500
Santa Barbara,1996,April,Apr-96,190000,179400,10600
Santa Clara,1996,April,Apr-96,876300,843800,32500
Santa Cruz,1996,April,Apr-96,137800,124700,13100
Shasta,1996,April,Apr-96,71500,63700,7700
Sierra,1996,April,Apr-96,1740,1430,310
Siskiyou,1996,April,Apr-96,18640,15930,2710
Solano,1996,April,Apr-96,169300,155100,14200
Sonoma,1996,April,Apr-96,226600,215400,11200
Stanislaus,1996,April,Apr-96,189300,158200,31100
Sutter,1996,April,Apr-96,34100,27400,6700
Tehama,1996,April,Apr-96,22630,19960,2660
Trinity,1996,April,Apr-96,5260,4410,850
Tulare,1996,April,Apr-96,158100,132800,25300
Tuolumne,1996,April,Apr-96,19330,17130,2200
Ventura,1996,April,Apr-96,375300,351900,23400
Yolo,1996,April,Apr-96,85700,79900,5800
Yuba,1996,April,Apr-96,20300,17100,3200
Alameda,1996,March,Mar-96,670700,636200,34500
Alpine,1996,March,Mar-96,820,780,40
Amador,1996,March,Mar-96,12990,11880,1110
Butte,1996,March,Mar-96,81800,73200,8700
Calaveras,1996,March,Mar-96,13910,12370,1540
Colusa,1996,March,Mar-96,8720,6220,2500
Contra Costa,1996,March,Mar-96,454800,429700,25000
